Time (s);Channel 0;Sampling Rate
0.000000;0.000000;512
0.000000;0.000000
0.001953;0.019999
0.003906;0.039989
0.005859;0.059964
0.007812;0.079915
0.009766;0.099833
0.011719;0.119712
0.013672;0.139543
0.015625;0.159318
0.017578;0.179030
0.019531;0.198669
0.021484;0.218230
0.023438;0.237703
0.025391;0.257081
0.027344;0.276356
0.029297;0.295520
0.031250;0.314567
0.033203;0.333487
0.035156;0.352274
0.037109;0.370920
0.039062;0.389418
0.041016;0.407760
0.042969;0.425939
0.044922;0.443948
0.046875;0.461779
0.048828;0.479426
0.050781;0.496880
0.052734;0.514136
0.054688;0.531186
0.056641;0.548024
0.058594;0.564642
0.060547;0.581035
0.062500;0.597195
0.064453;0.613117
0.066406;0.628793
0.068359;0.644218
0.070312;0.659385
0.072266;0.674288
0.074219;0.688921
0.076172;0.703279
0.078125;0.717356
0.080078;0.731146
0.082031;0.744643
0.083984;0.757843
0.085938;0.770739
0.087891;0.783327
0.089844;0.795602
0.091797;0.807558
0.093750;0.819192
0.095703;0.830497
0.097656;0.841471
0.099609;0.852108
0.101562;0.862404
0.103516;0.872355
0.105469;0.881958
0.107422;0.891207
0.109375;0.900100
0.111328;0.908633
0.113281;0.916803
0.115234;0.924606
0.117188;0.932039
0.119141;0.939099
0.121094;0.945784
0.123047;0.952090
0.125000;0.958016
0.126953;0.963558
0.128906;0.968715
0.130859;0.973485
0.132812;0.977865
0.134766;0.981854
0.136719;0.985450
0.138672;0.988652
0.140625;0.991458
0.142578;0.993868
0.144531;0.995881
0.146484;0.997495
0.148438;0.998710
0.150391;0.999526
0.152344;0.999942
0.154297;0.999958
0.156250;0.999574
0.158203;0.998790
0.160156;0.997606
0.162109;0.996024
0.164062;0.994043
0.166016;0.991665
0.167969;0.988890
0.169922;0.985719
0.171875;0.982154
0.173828;0.978197
0.175781;0.973848
0.177734;0.969109
0.179688;0.963983
0.181641;0.958471
0.183594;0.952576
0.185547;0.946300
0.187500;0.939645
0.189453;0.932615
0.191406;0.925212
0.193359;0.917438
0.195312;0.909297
0.197266;0.900793
0.199219;0.891929
0.201172;0.882707
0.203125;0.873133
0.205078;0.863209
0.207031;0.852940
0.208984;0.842330
0.210938;0.831383
0.212891;0.820104
0.214844;0.808496
0.216797;0.796565
0.218750;0.784316
0.220703;0.771753
0.222656;0.758881
0.224609;0.745705
0.226562;0.732231
0.228516;0.718465
0.230469;0.704411
0.232422;0.690075
0.234375;0.675463
0.236328;0.660581
0.238281;0.645435
0.240234;0.630031
0.242188;0.614374
0.244141;0.598472
0.246094;0.582331
0.248047;0.565956
0.250000;0.549356
0.251953;0.532535
0.253906;0.515501
0.255859;0.498262
0.257812;0.480823
0.259766;0.463191
0.261719;0.445375
0.263672;0.427380
0.265625;0.409214
0.267578;0.390885
0.269531;0.372399
0.271484;0.353764
0.273438;0.334988
0.275391;0.316078
0.277344;0.297041
0.279297;0.277886
0.281250;0.258619
0.283203;0.239249
0.285156;0.219784
0.287109;0.200230
0.289062;0.180596
0.291016;0.160890
0.292969;0.141120
0.294922;0.121293
0.296875;0.101418
0.298828;0.081502
0.300781;0.061554
0.302734;0.041581
0.304688;0.021591
0.306641;0.001593
0.308594;-0.018406
0.310547;-0.038398
0.312500;-0.058374
0.314453;-0.078327
0.316406;-0.098249
0.318359;-0.118131
0.320312;-0.137966
0.322266;-0.157746
0.324219;-0.177462
0.326172;-0.197108
0.328125;-0.216675
0.330078;-0.236155
0.332031;-0.255541
0.333984;-0.274825
0.335938;-0.293998
0.337891;-0.313054
0.339844;-0.331985
0.341797;-0.350783
0.343750;-0.369441
0.345703;-0.387951
0.347656;-0.406306
0.349609;-0.424498
0.351562;-0.442520
0.353516;-0.460366
0.355469;-0.478027
0.357422;-0.495497
0.359375;-0.512769
0.361328;-0.529836
0.363281;-0.546691
0.365234;-0.563327
0.367188;-0.579738
0.369141;-0.595917
0.371094;-0.611858
0.373047;-0.627554
0.375000;-0.642999
0.376953;-0.658186
0.378906;-0.673111
0.380859;-0.687766
0.382812;-0.702146
0.384766;-0.716246
0.386719;-0.730058
0.388672;-0.743579
0.390625;-0.756802
0.392578;-0.769723
0.394531;-0.782336
0.396484;-0.794636
0.398438;-0.806618
0.400391;-0.818277
0.402344;-0.829609
0.404297;-0.840609
0.406250;-0.851273
0.408203;-0.861597
0.410156;-0.871576
0.412109;-0.881206
0.414062;-0.890484
0.416016;-0.899405
0.417969;-0.907967
0.419922;-0.916166
0.421875;-0.923998
0.423828;-0.931461
0.425781;-0.938551
0.427734;-0.945265
0.429688;-0.951602
0.431641;-0.957558
0.433594;-0.963131
0.435547;-0.968319
0.437500;-0.973119
0.439453;-0.977530
0.441406;-0.981550
0.443359;-0.985178
0.445312;-0.988411
0.447266;-0.991249
0.449219;-0.993691
0.451172;-0.995735
0.453125;-0.997381
0.455078;-0.998628
0.457031;-0.999476
0.458984;-0.999923
0.460938;-0.999971
0.462891;-0.999619
0.464844;-0.998867
0.466797;-0.997715
0.468750;-0.996165
0.470703;-0.994216
0.472656;-0.991869
0.474609;-0.989125
0.476562;-0.985986
0.478516;-0.982453
0.480469;-0.978526
